,Date,Text
1716,9/13/2019 21:52,"Woooah thanks for following me @surface @Microsoft 😊😍😊🤩

#MicrosoftEvent #Microsoft https://t.co/t3DTH3aZ6z"
1717,9/13/2019 21:51,#Microsoft Defender Advanced Threat Protection (ATP) Evaluation Lab is now production-ready. https://t.co/5RdJvrqFeG #security
1718,9/13/2019 21:51,"RT @TKlemNYC: #Microsoft tries to fix Windows 10, ends up breaking the Start menu

https://t.co/7Nj1wWAouH

#Windows10 #WindowsUpdate"
1719,9/13/2019 21:50,"📣 New Podcast! ""The ConTechCrew 186: What You See Is What You Build with Jordan Lawver of Trimble Mixed Reality"" on… https://t.co/USgTmdgGW7"
1720,9/13/2019 21:50,"RT @Avid: Building on our strategic cloud alliance with @Microsoft, we'll be supporting the new partnership between Microsoft and The Walt…"
1721,9/13/2019 21:49,#Developer #Training heading to Chicago this October 6-10 with @VSLive. Save $300 when you register by midnight ton… https://t.co/qBvn3PnW3T
1722,9/13/2019 21:49,"RT @WashingtonCyber: #Microsoft and the #HewlettFoundation are preparing to launch a nonprofit organization, coined the “Cyber Peace Instit…"
1723,9/13/2019 21:48,"Always Win!

Brought to you by:
https://t.co/dgQXkkRKvn
a domain for sale

#Technology #Innovation #BigData #SEO… https://t.co/KYeVwW7nTB"
1724,9/13/2019 21:47,💻 Microsoft is working on foldable Surface devices with liquid-powered hinges: https://t.co/wym7xSOGT6 @Verge #microsoft
1725,9/13/2019 21:46,"GEARS 5 ATÉ ZERAR 
#Gears5
#GearsOfWar
#Microsoft
#Xbox
#Xbox360
#XboxOne
#XboxOne
#XboxOneX
#XboxGamePass… https://t.co/MAyJPDKonf"
1726,9/13/2019 21:46,"RT @EduKieling: #AzureRS #MVPBuzz #Microsoft #MicrosoftAzure 
Inscreva-se: https://t.co/mskXobFeoL 
@lchies https://t.co/VqhAOdCh4O"
1727,9/13/2019 21:46,Dándole otra oportunidad a la saga Gears Of War 🎮 #gearsofwar #saga #shooter #microsoft #epicgames #xbox #retro #36… https://t.co/oyQcG2Ozu8
1728,9/13/2019 21:46,RT @vladcatrinescu: Want to Migrate to #SharePoint online using only #Microsoft tools? Check out my  @Pluralsight course to learn how! | ht…
1729,9/13/2019 21:45,"This is our top 3 selling packages any questions you can email us 247 on support@midirasolutions.co.uk 

#lot… https://t.co/0c5BUeghfP"
1730,9/13/2019 21:45,#Microsoft Defender Advanced Threat Protection Evaluation Lab Now Available https://t.co/oU9iSL6m9N #security
1731,9/13/2019 21:44,"A top Microsoft cloud exec says that the company wants more customers to try out serverless computing, the 'best wa… https://t.co/kuOj61dWau"
1732,9/13/2019 21:44,Microsoft President to Companies : Know What You Stand For #Microsoft #Stock #MarketScreener https://t.co/z2TjaV6bsb https://t.co/hKroB8F7zC
1733,9/13/2019 21:43,"RT @CodingBlocksIn: Our Students from NSUT are on a roll! Getting Placements and Internships in top notch companies.

Dream of working in a…"
1734,9/13/2019 21:43,"#Microsoft tries to fix Windows 10, ends up breaking the Start menu

https://t.co/7Nj1wWAouH

#Windows10 #WindowsUpdate"
1735,9/13/2019 21:42,Using my beautiful Surface Pro in tablet mode is just bad. Totally irritating. #Microsoft #Windows10
1736,9/13/2019 21:39,"Finally completed my collection of all Fallout 4 DLC’s🥇 Who still plays this game? 

#fallout #fallout4 #Bethesda… https://t.co/n8PIthjxB3"
1737,9/13/2019 21:39,RT @thevrara: #Google takes one tiny step closer to the world beneath the world: ARCore’s new persistent cloud anchors mean #virtual creati…
1738,9/13/2019 21:38,How #Microsoft Office is useful for #developers - TechRepublic https://t.co/pRV8s6TbsX #programming #programmer #coder #coding
1739,9/13/2019 21:38,Want to Migrate to #SharePoint online using only #Microsoft tools? Check out my  @Pluralsight course to learn how!… https://t.co/y0RmiwIFrL
1740,9/13/2019 21:38,RT @schestowitz: #microsoft makes #windows #vista10 more defective than it already is https://t.co/UkyI9jDJjp
1741,9/13/2019 21:38,"Microsoft, Disney Partner on Azure to Find New Ways to Distribute Cloud-Related Content via @MediaPost #disney… https://t.co/JcCePzDur6"
1742,9/13/2019 21:36,"The #people I meet, the #institutions I visit, the #communities I help #empower - it’s not just a #career, it’s a… https://t.co/oUQPTZBVjj"
1743,9/13/2019 21:36,"RT @DirectoryRanger: Evading #Microsoft ATA for Active Directory Domination, by @ni
https://t.co/wCrid3akJz"
1744,9/13/2019 21:35,"RT @mistymadonna: Dear Developers,
What is your favorite #Microsoft tech from 90s-00s? Anything goes!(Windows 95, Flight Simulator, Paint,…"
1745,9/13/2019 21:34,"RT @DirectoryRanger: Evading #Microsoft ATA for Active Directory Domination, by @ni
https://t.co/wCrid3akJz"
1746,9/13/2019 21:34,RT @MrandMrsEvans0: We are currently hosting a #Gears5 Booster Pack #Giveaway on our stream. Four winners will be chosen. Just watch and ch…
1747,9/13/2019 21:32,#microsoft #azure #iot https://t.co/aiQmfxrOcU
1748,9/13/2019 21:32,We are currently hosting a #Gears5 Booster Pack #Giveaway on our stream. Four winners will be chosen. Just watch an… https://t.co/IpLEO56cem
1749,9/13/2019 21:31,"Creative minds in front of an ultra wide screen

#screen #ultra #utrawide #marketing #trend #trending #gamedev… https://t.co/gc5m06lnuD"
1750,9/13/2019 21:30,"RT @MSWindowsUpdate: Microsoft announces five-year, Azure-centric partnership with The Walt Disney Studios  #microsoft #waltdisney: https:/…"
1751,9/13/2019 21:30,#WVD is closer than you think. Check out @ericamix's Q&amp;A with our CEO @vadimvl about #WindowsVirtualDesktop and see… https://t.co/p3tXkLvZJL
1752,9/13/2019 21:29,"Shaming a corp. like @microsoft is unlikely but it would be nice if they gave up this contract.

@amazon would RUSH… https://t.co/wLl8RdqiKz"
1753,9/13/2019 21:29,.@academyswf doubles its growth in one year with the addition of #Apple &amp; #Microsoft as new members. Read more at… https://t.co/TsBuZz5hE1
1754,9/13/2019 21:28,"RT @PTCGamingShow: Living Legends! Choose Wisely!
#ptc #games #gamers #gaming #videogames #xbox #playstation #nintendo #microsoft #sony #pc…"
1755,9/13/2019 21:28,"RT @PTCGamingShow: Living Legends! Choose Wisely!
#ptc #games #gamers #gaming #videogames #xbox #playstation #nintendo #microsoft #sony #pc…"
1756,9/13/2019 21:28,RT @Avid: “Our partnership with @Microsoft and @Disney is a forward-looking announcement and the product something we’ve worked on a lot to…
1757,9/13/2019 21:28,"YES! We signed AvePoint's CMO, Dux Raymond Sy (@MeetDux), to be the lunch keynote for our exclusive DC Modern… https://t.co/oS5yBkItF7"
1758,9/13/2019 21:27,"My new possession 🎮
°
°
°
°
°
°
#Microsoft #xbox #xboxlive #xboxone #xbox360 #xbox1 #windows10 #halo… https://t.co/v63jNnW8sY"
1759,9/13/2019 21:26,https://t.co/ldPH6Niq8j #Mixer #Gears5 #microsoft #streaming #GearsOfWar5 #gears5sasel #gaming #RetweeetPlease #RT  https://t.co/ldPH6Niq8j
1760,9/13/2019 21:26,"Build a CI/CD pipeline for API Management, Part 1 #Azure #Channel9 #Microsoft  https://t.co/PlKtyJOd0f"
1761,9/13/2019 21:25,Leak Of #Microsoft Salaries Shows Fight For Higher Compensation https://t.co/98J99ORZTe via @Digg
1762,9/13/2019 21:21,"How to Setup an Ubuntu Linux VM in #Azure with #Remote Desktop (RDP) Access
 #lxde #OSS #server #Microsoft… https://t.co/GTBnmQoM3m"
1763,9/13/2019 21:21,RT @EdytaGorzon: Catching the moments 🌞 with my #Community Family in amazing Sweden! 🇸🇪 Speakers dinner before tomorrow's #SPSSthlm #SPSEve…
1764,9/13/2019 21:20,"RT @Yourgksms: Who is the Founder of?

#Twitter (2006): Jack Dorsey

#Facebook (2004): Mark Zuckerberg

#WhatsApp (2009): Brian Acton, Jan…"
1765,9/13/2019 21:19,"Microsoft Azure's Mark Russinovich wants more people to go serverless - Business Insider 
https://t.co/dVkhQWpUY4… https://t.co/N88eDT6cbw"
1766,9/13/2019 21:17,"RT @AXELUnlimited: ""Report: #Microsoft president says #Data #privacy is one of the 'fundamental #freedoms of our time'

It's exciting to se…"
1767,9/13/2019 21:17,RT @educacion3_0: Un #ajedrez en #Minecraft como recurso para alumnos con altas capacidades https://t.co/Uf0lRv6cVK #microsoft
1768,9/13/2019 21:15,"RT @briangalicia: Thank you Olive Crest - Strong Families, Safe Kids for allowing #Microsoft to spend the day with you. #dayofcaring #givin…"
1769,9/13/2019 21:15,RT @stealthpuppy: A Practical Guide to #FSLogix Containers Capacity Planning and Maintenance https://t.co/QRH5xRnRLF #Microsoft https://t.c…
1770,9/13/2019 21:15,RT @sigmaridge: Debunking five myths about SD-WAN technology https://t.co/8IJnhRUuKK For more info: https://t.co/KdLgnGzLQx #data #security…
1771,9/13/2019 21:13,"Build a CI/CD pipeline for API Management, Part 1 | Azure Friday  https://t.co/i7xgHr3OnU  #Azure #Microsoft #azureflashnews"
1772,9/13/2019 21:13,"Build a CI/CD pipeline for API Management, Part 2 | Azure Friday  https://t.co/V0j2WB198N  #Azure #Microsoft #azureflashnews"
1773,9/13/2019 21:12,"RT @AXELUnlimited: ""Report: #Microsoft president says #Data #privacy is one of the 'fundamental #freedoms of our time'

It's exciting to se…"
1774,9/13/2019 21:11,#Microsoft the #Musical - quite entertaining.  Gotta love the humorous shout-out to #Windows Vista. too! https://t.co/Ptw0lxWkpX
1775,9/13/2019 21:11,"RT @edgelimited13: New vid, link in Bio! #itchapter2 #itchaptertwo #it #pennywise #stephenking #horror #mrmercedestv #xbox #xboxonex #gamin…"
1776,9/13/2019 21:11,"RT @AXELUnlimited: ""Report: #Microsoft president says #Data #privacy is one of the 'fundamental #freedoms of our time'

It's exciting to se…"
1777,9/13/2019 21:10,RT @EdytaGorzon: Catching the moments 🌞 with my #Community Family in amazing Sweden! 🇸🇪 Speakers dinner before tomorrow's #SPSSthlm #SPSEve…
1778,9/13/2019 21:10,RT @DataMasons: Do you sell on #Amazon? Data Masons offers #EDI communication options to make your partnership easi… https://t.co/vNolTpiFrZ
1779,9/13/2019 21:10,"""Report: #Microsoft president says #Data #privacy is one of the 'fundamental #freedoms of our time'

It's exciting… https://t.co/rvmQ3IdnOz"
1780,9/13/2019 21:09,RT @sigmaridge: Debunking five myths about SD-WAN technology https://t.co/8IJnhRUuKK For more info: https://t.co/KdLgnGzLQx #data #security…
1781,9/13/2019 21:09,Always looking for ways to improve your business operations?  Read our blog to find out how an intranet can help:… https://t.co/iLlfvgEnBL
1782,9/13/2019 21:08,#gamerlife #StreamerNetwork @princessxalana @skacle1 #fortnite #battleroyale #microsoft #sony #games #console @Jess12872
1783,9/13/2019 21:06,RT @CHARBELNEMNOM: Data transfer from Azure Origins to Azure CDN from Microsoft is now free of charge https://t.co/2KxM5yoxgJ  #Microsoft #…
1784,9/13/2019 21:05,#Microsoft and #Apple join @AcademySwf to help advance open source development for the motion picture and media ind… https://t.co/t2gG3wLlQ3
1785,9/13/2019 21:04,#Microsoft #Windows Pone calling feature coming soon 🎉 https://t.co/1IMhjvHaWU
1786,9/13/2019 21:04,"RT @SaudiAndroid: مايكروسوفت أطلقت تحديث الأمان لنظام ويندوز 10 ( شهر سبتمبر)

يغلق التحديث 79 ثغرة أمنية
17 حرجة 
61 مهمة
1 عادية

حدّث جه…"
1787,9/13/2019 21:01,"RT @SBUCloud: Wendy and Bob, #HPE &amp; #Microsoft , are discussing about performance improvements already achieved with the new #SQLServer 201…"
1788,9/13/2019 21:01,"Lo participantes conocieron el software y sus herramientas 🧰 También aprendieron el concepto de celdas, columnas y… https://t.co/QWWiSCXexZ"
1789,9/13/2019 21:00,While You Were Sleeping: Today in Tech is out! https://t.co/On7wmbYBag #apple #microsoft
1790,9/13/2019 21:00,"Buona serata ragazzi, non giocate troppo! #PS4 #PC #XBOXONE #NINTENDO #SWITCH #SONY #MICROSOFT #STEAM"
1791,9/13/2019 21:00,"Who loves Disney put their hands up !!

Walt Disney Studios Teams Up With Microsoft to Make Movies in the Cloud (EX… https://t.co/ewQeQ0jrxl"
1792,9/13/2019 20:57,"Microsoft will never sell facial recognition for surveillance, president says https://t.co/9tTRm9BCDJ #microsoft https://t.co/aSnUJeKXhr"
1793,9/13/2019 20:57,Microsoft Confirms New Windows 10 Update Issues https://t.co/SJpNi1bizh #Microsoft
1794,9/13/2019 20:56,RT @LMo_San: Crypto is that you?!?! #Guam #XBoxOne #XBone #Console #Gaming #Microsoft #Mixer #FPS #FirstPersonShooter #teamwork #competitiv…
1795,9/13/2019 20:56,"RT @CeibaSoftware: Por primera vez, llega a Medellín @MonkeyFestLat, un evento enfocado en tecnologías Xamarin y sus complementos. 

No te…"
1796,9/13/2019 20:56,"RT @OriginalFunko: Download #GearsPop! on iOS, Android &amp; Windows 10 PC for #NationalVideoGamesDay! 

#GEARSPop #GEARS #GearsofWar #Funko #F…"
1797,9/13/2019 20:56,"The Verge: #Microsoft is working on foldable #Surface devices with liquid-powered hinges.
https://t.co/BIRn3lehQn"
1798,9/13/2019 20:56,Customers continue to move away from the traditional business relationships and are demanding more digital engageme… https://t.co/ePYTBAAiTT
1799,9/13/2019 20:55,Today's thrift store finds in the Moncton area today. #nintendo #microsoft #sony #Moncton #Dieppe #thriftstore… https://t.co/OjN6gOWhL4
1800,9/13/2019 20:55,This just in: #Microsoft's #softwareassurance benefits offerings are changing. We look at what you need to know now… https://t.co/iSI4OlUZbp
1801,9/13/2019 20:55,#Microsoft is making its #Office365 security better for businesses https://t.co/y0xpfb7pWK
1802,9/13/2019 20:52,"Thank you Olive Crest - Strong Families, Safe Kids for allowing #Microsoft to spend the day with you. #dayofcaring… https://t.co/5r7z410Rve"
1803,9/13/2019 20:52,"RT @SaudiAndroid: مايكروسوفت أطلقت تحديث الأمان لنظام ويندوز 10 ( شهر سبتمبر)

يغلق التحديث 79 ثغرة أمنية
17 حرجة 
61 مهمة
1 عادية

حدّث جه…"
1804,9/13/2019 20:52,"RT @ITLSLB: #Microsoft MEA #Education Exchange #E2 Competition 2020
https://t.co/3dyGRU9Yhb
#LIE Your #ROAD2E2  @MeheLebanon #Lebanon https…"
1805,9/13/2019 20:50,RT @briangalicia: Attending the Gartner #GartnerSales #CSO summit next week? Sanaz Namdar &amp; I are hosting a session Wed @ 3pm on how #Micro…
1806,9/13/2019 20:50,RT @schestowitz: #Stallman is not too happy about the way his visit to #Microsoft may have been (mis)interpreted; the attacks on #copyleft…
1807,9/13/2019 20:50,Catching the moments 🌞 with my #Community Family in amazing Sweden! 🇸🇪 Speakers dinner before tomorrow's #SPSSthlm… https://t.co/38Jy5hOE6H
1808,9/13/2019 20:49,"#Microsoft MEA #Education Exchange #E2 Competition 2020
https://t.co/3dyGRU9Yhb
#LIE Your #ROAD2E2  @MeheLebanon… https://t.co/dgkYquIzVp"
1809,9/13/2019 20:48,A white paper by #Microsoft on the use of #MixedReality in #education states that #immersive technologies improved… https://t.co/mfZFhD8QoS
1810,9/13/2019 20:47,Live usb с викторией https://t.co/ZRHihoUANI  #computers #компьютеры #windows #microsoft #windows10 #win10 #киберфорум
1811,9/13/2019 20:46,"#FelizViernes🥳 #FelizFinde🎉

#DíaDelProgramador ⌨️🖥️ 💻

Una de las personas más ricas del mundo es un programador:… https://t.co/lPs9Zw6vMC"
1812,9/13/2019 20:45,"#Microsoft #MSInspire #SatyaNadella
Microsoft Inspire 2019 Corenote with Satya Nadella

https://t.co/8rzCVnZEWD"
1813,9/13/2019 20:45,The shaaaaade in the Mac Book #Microsoft #Surface add 😅😳
1814,9/13/2019 20:45,"RT @DirectoryRanger: Evading #Microsoft ATA for Active Directory Domination, by @ni
https://t.co/wCrid3akJz"
1815,9/13/2019 20:44,"RT @devops_chat: Azure Media Services' new AI-powered innovation At Microsoft, our mission is to empower every person and organization on t…"
1816,9/13/2019 20:42,"RT @mekstreams: Live with Destiny 2 Forsaken. Come hang out and join the fun!
https://t.co/Xe4ehk20OD #mixer #mixerstreamer #mixerstreamers…"
1817,9/13/2019 20:41,RT @NeowinFeed: Tech Alpha recruitment for Microsoft Flight Simulator is now open #microsoft #flightsimulator https://t.co/zSX0ESdCFX https…
1818,9/13/2019 20:41,RT @DevineniAvi: యుగంధర్ గారి ఆత్మకు శాంతి చేకూరాలని ఆ భగవంతుడిని ప్రార్ధిస్తున్నాను. వారి కుటుంబసభ్యులకు నా ప్రగాఢ సానుభూతిని తెలియజేస్తు…
1819,9/13/2019 20:41,RT @MSFTCloudNews: Are you new to #Microsoft Azure? Learn the fastest way to explore and onboard yourself to @Azure with this video.----&gt;ht…
1820,9/13/2019 20:40,Tech Alpha recruitment for Microsoft Flight Simulator is now open #microsoft #flightsimulator… https://t.co/f4pH0I2bbp
1821,9/13/2019 20:39,"RT @t3n: #Microsoft und #Disney werden gemeinsame Sache machen, um mithilfe der #Azure #Cloud-Dienste Produktionsprozesse zu optimieren. ht…"
1822,9/13/2019 20:39,Our #Technical Club Membership provides the ultimate in flexibility and value. Take as many classes as you'd like t… https://t.co/pMO0Jpz73G
1823,9/13/2019 20:38,RT @MSFTCloudNews: Are you new to #Microsoft Azure? Learn the fastest way to explore and onboard yourself to @Azure with this video.----&gt;ht…
1824,9/13/2019 20:37,"RT @IG_Galaxy: #ProjectAtlas, @EA's cloud-based gaming service is set to launch at 01:00 EST!
 
With no official launch date for Project At…"
1825,9/13/2019 20:37,"Live with Destiny 2 Forsaken. Come hang out and join the fun!
https://t.co/Xe4ehk20OD #mixer #mixerstreamer… https://t.co/geX9T70FYk"
1826,9/13/2019 20:36,RT @narenandu: .@academyswf doubles its growth in one year with the addition of #Apple &amp; #Microsoft as new members. Read more at https://t.…
1827,9/13/2019 20:35,"Azure Media Services' new AI-powered innovation At Microsoft, our mission is to empower every person and organizati… https://t.co/yv30r8BB7g"
1828,9/13/2019 20:35,"Building on our strategic cloud alliance with @Microsoft, we'll be supporting the new partnership between Microsoft… https://t.co/B3X7PIXbkA"
1829,9/13/2019 20:34,.@academyswf doubles its growth in one year with the addition of #Apple &amp; #Microsoft as new members. Read more at… https://t.co/KUcaY1s1Ty
1830,9/13/2019 20:33,"#Satyanadella 
#microsoft 
#billGates
#Father 

#Telugus
#India
🕉 https://t.co/CZuqfrgpWs"
1831,9/13/2019 20:33,"The Zacks Analyst Blog Highlights: #Google, #Facebook, #Apple, #Amazon and #Microsoft

https://t.co/7Mst3EmUO4"
1832,9/13/2019 20:31,"John W. Thompson assesses what makes Bill Gates, Steve Ballmer, and Satya Nadella such great leaders.… https://t.co/Utl96AI6eT"
1833,9/13/2019 20:30,"Whether you need short-term support or resources for a long term engagements, our consultants have the expertise to… https://t.co/T5KHNJ19s1"
1834,9/13/2019 20:30,Six questions to ask yourself when reading about AI ! https://t.co/tHPCTT8Zrh #AI #Discovery #OverHype… https://t.co/LVhD8dTjLg
1835,9/13/2019 20:30,Borderlands 3 | (3 Player Co-op Part 01) | https://t.co/zf8IRzW3oK Plays | 09-12-2019 https://t.co/gbXlS5YnoY… https://t.co/rpLtzEnHyy
1836,9/13/2019 20:30,"RT @cloudnativeams: ""Experience is the marketing term for surviving failure""

@ralph_squillace, PM at #Microsoft,  with some very personal…"
1837,9/13/2019 20:30,Are you new to #Microsoft Azure? Learn the fastest way to explore and onboard yourself to @Azure with this video.--… https://t.co/4xswZCVXOh
1838,9/13/2019 20:29,"RT @t3n: #Microsoft und #Disney werden gemeinsame Sache machen, um mithilfe der #Azure #Cloud-Dienste Produktionsprozesse zu optimieren. ht…"
1839,9/13/2019 20:29,#PS4 #PS4share #gamerlife #StreamerNetwork @princessxalana @skacle1 #fortnite #battleroyale #microsoft #sony #games #console @Jess12872
1840,9/13/2019 20:29,"RT @Mirchi9: #Microsoft CEO @satyanadella ’s father Yugandhar passed away in Hyderabad today. 

Yugandhar 80, was an IAS officer of 1962 ba…"
1841,9/13/2019 20:28,RT @educacion3_0: Un #ajedrez en #Minecraft como recurso para alumnos con altas capacidades https://t.co/Uf0lRv6cVK #microsoft
1842,9/13/2019 20:28,[#Microsoft] Everytime we use the dropdown (green) the menu (red) is greyed out and unresponsive?… https://t.co/KtHGN50jUZ
1843,9/13/2019 20:27,RT @jjsystems: How many of your staff use Microsoft Excel but have never had formal training? - Working smarter is possible with #Microsoft…
1844,9/13/2019 20:26,Excited to see the @AcademySWF community grow with the addition of #Microsoft and #Apple as new members. Looking fo… https://t.co/n7EsDnIuw4
1845,9/13/2019 20:25,.@academyswf doubles its growth in one year with the addition of #Apple &amp; #Microsoft as new members. Read more at… https://t.co/7jEK36yMLr
1846,9/13/2019 20:25,"RT @vsilvani: Financials for Craft Breweries https://t.co/nbX6mnzztP

#FeelGoodFriday #MultiLocation #MultiCompany #business #financials #M…"
1847,9/13/2019 20:24,"RT @Eng_365: #Eng365 e la #DataScience  efficace per la #DigitalTransformation #business #Microsoft #MSDyn365
https://t.co/KDiTeepRf8 https…"
1848,9/13/2019 20:24,"RT @policingproject: @BradSmi @barryfriedman1 Finally, @barryfriedman1 asked about #facialrecognition &amp; what lies ahead. #Microsoft has lai…"
1849,9/13/2019 20:24,"$MSFT breaks back below 50-day moving average: https://t.co/N1r1zCGDHo
Sentiment: Neutral #MSFT #Microsoft"
1850,9/13/2019 20:22,RT @PFraenkler: Microsoft and AstraZeneca join forces on artificial intelligence for healthcare #AI #eHealth #DigitalHealth #HealthIT #Micr…
1851,9/13/2019 20:21,O Walt Disney Studios fez parceria com a Microsoft para mover partes importantes de seus processos de criação e dis… https://t.co/AJsc1v3RIY
1852,9/13/2019 20:20,"@BradSmi @barryfriedman1 Finally, @barryfriedman1 asked about #facialrecognition &amp; what lies ahead. #Microsoft has… https://t.co/SmOzTZXWTR"
1853,9/13/2019 20:17,"Finally!

#Microsoft going for foldable PC! Patent submitted and all ready to go!

#Microsoft
#MicrosoftEvent… https://t.co/Y2PmPhmXdd"
1854,9/13/2019 20:16,"Un à un, les géants du numérique décident de s’entendre avec le fisc français. Après #Amazon, #Apple et #Microsoft,… https://t.co/gSzJnbkN6F"
1855,9/13/2019 20:16,".@Telenav's partnership with @Microsoft allows leverage to data that'll improve #UX. Tara Prakriya, Partner Group P… https://t.co/dxHddb9GIY"
1856,9/13/2019 20:16,@edbott @karaswisher #RMS was just feted at #Microsoft @msdev @MSFTResearch Very interesting.
1857,9/13/2019 20:15,"RT @t3n: #Microsoft und #Disney werden gemeinsame Sache machen, um mithilfe der #Azure #Cloud-Dienste Produktionsprozesse zu optimieren. ht…"
1858,9/13/2019 20:15,How many of your staff use Microsoft Excel but have never had formal training? - Working smarter is possible with… https://t.co/AFgqqBbAKW
1859,9/13/2019 20:13,RT @ActiveBatch: Centrally #monitor the #performance and #health of your systems from ActiveBatch's single point of control https://t.co/wY…
1860,9/13/2019 20:13,"RT @tolgagultekinn: Ben bazı derslerin sınavlarını geçemedim; Ama arkadaşım hepsini geçti. O şimdi Microsoft'ta başarılı bir mühendis, ben…"
1861,9/13/2019 20:13,RT @HaldorEdu: It’s Friday and movie time 🎬 Johan is busy editing the film for our new Teams app. We can’t wait to launch it  🤩 #MicrosoftT…
1862,9/13/2019 20:12,RT @Avid: “@DisneyStudios and @Microsoft’s partnership is a seminal moment in the industry. @Avid is pleased to be working closely with the…
1863,9/13/2019 20:11,RT @schestowitz: #microsoft makes #windows #vista10 more defective than it already is https://t.co/UkyI9jDJjp
1864,9/13/2019 20:10,"RT @Avid: Using the @Azure @MSCloud platform from scene to screen — @DisneyStudios teams up with @Microsoft to make movies in the cloud
⠀…"
1865,9/13/2019 20:10,【過去記事】 1995年製のマザーボードでWindows8が作動することが判明wwwwww https://t.co/MMl5koVTGb #microsoft #motherboard #os #windows #windows8 #マザーボード
1866,9/13/2019 20:10,"Financials for Craft Breweries https://t.co/nbX6mnzztP

#FeelGoodFriday #MultiLocation #MultiCompany #business… https://t.co/sDPRjYvZgc"
1867,9/13/2019 20:09,We are a proud sponsor of this year's #Microsoft #FutureDecoded! Join us at @ExCeLLondon on Oct 1st &amp; 2nd! Get deta… https://t.co/a1cKCRIqlw
1868,9/13/2019 20:09,"RT @tolgagultekinn: Ben bazı derslerin sınavlarını geçemedim; Ama arkadaşım hepsini geçti. O şimdi Microsoft'ta başarılı bir mühendis, ben…"
1869,9/13/2019 20:09,We are a proud sponsor of this year's #Microsoft #FutureDecoded! Join us at @ExCeLLondon on Oct 1st &amp; 2nd! Get deta… https://t.co/hAZjxtWkKo
1870,9/13/2019 20:08,Microsoft and AstraZeneca join forces on artificial intelligence for healthcare #AI #eHealth #DigitalHealth… https://t.co/Xa4fQS3XHL
1871,9/13/2019 20:07,"#SISGlobalForum. @I2kConnect will be there! 

Stop by Booth #17 or reserve a private demo time:… https://t.co/Vy8hWrXISz"
1872,9/13/2019 20:05,RT @Avid: “@DisneyStudios and @Microsoft’s partnership is a seminal moment in the industry. @Avid is pleased to be working closely with the…
1873,9/13/2019 20:04,"RT @tolgagultekinn: Ben bazı derslerin sınavlarını geçemedim; Ama arkadaşım hepsini geçti. O şimdi Microsoft'ta başarılı bir mühendis, ben…"
1874,9/13/2019 20:04,"RT @tolgagultekinn: Ben bazı derslerin sınavlarını geçemedim; Ama arkadaşım hepsini geçti. O şimdi Microsoft'ta başarılı bir mühendis, ben…"
1875,9/13/2019 20:04,RT @AcademySwf: We are very excited to welcome @Microsoft and @Apple to the Academy Software Foundation community as Premier members! https…
1876,9/13/2019 20:04,My personal website. Senior Software Engineer. Specialized in #Microsoft Technologies including #dotnet #dotnetcore… https://t.co/OmqJ0Jr9cS
1877,9/13/2019 20:04,"Ben bazı derslerin sınavlarını geçemedim; Ama arkadaşım hepsini geçti. O şimdi Microsoft'ta başarılı bir mühendis,… https://t.co/qeMgzCg3vv"
1878,9/13/2019 20:04,RT @AcademySwf: We are very excited to welcome @Microsoft and @Apple to the Academy Software Foundation community as Premier members! https…
1879,9/13/2019 20:03,RT @CHARBELNEMNOM: Azure Backup support for large disks up to 30 TB is now in public preview https://t.co/XVC0H5zwZE  #Microsoft #Azure #Az…
1880,9/13/2019 20:02,RT @stealthpuppy: A Practical Guide to #FSLogix Containers Capacity Planning and Maintenance https://t.co/QRH5xRnRLF #Microsoft https://t.c…
1881,9/13/2019 20:02,Here is our latest afternoon video update with today's top #tech #news stories.  Produced and curated by a.i.… https://t.co/WVLVsHf6Ba
1882,9/13/2019 20:02,"CURSO #MICROSOFT OFFICE 2007  
Abierto o In Company 
*  17 y 18 de septiembre del 2019 
* Puerto Ordaz 
* +58(286)4… https://t.co/FDWNKGScDj"
1883,9/13/2019 20:01,"RT @Menterotw: Eventos:
Carolina castillo es la responsable de accesibilidad de Microsoft España y en @Menterotw os traemos la entrevista d…"
1884,9/13/2019 20:01,"John W. Thompson, Chairman of Microsoft, explains his core leadership principles.

https://t.co/Mzdy7TpJMm… https://t.co/JIOCT7fh4U"
1885,9/13/2019 20:00,Having trouble wrapping your mind around the #Microsoft ecosystem? This white paper that breaks down everything you… https://t.co/XA9q7zECwc
1886,9/13/2019 19:59,RT @AmitaiTechie: Literally the number 1 feature I needed from #Microsoft authenticator! Not that I change phones often but the twice I did…
1887,9/13/2019 19:59,Curious to know is there a big difference between Teams vs Slack? Which is better? I only use Slack... #slack #microsoft
1888,9/13/2019 19:57,Je click sur cette formation immédiatement après   #ZOZO  ou alors click et regardes si le #cloud peut t'interesser… https://t.co/py7CeRSgkP
1889,9/13/2019 19:56,"RT @astleshelby: The life of a grad student couple:

Just asked my husband out on a date by sending him an Outlook calendar invite.

@Natha…"
1890,9/13/2019 19:56,#Microsoft: Softver za prepoznavanje lica nije na prodaju https://t.co/GSDWDKdO3d
1891,9/13/2019 19:55,"RT @DirectoryRanger: Evading #Microsoft ATA for Active Directory Domination, by @ni
https://t.co/wCrid3akJz"
1892,9/13/2019 19:54,10 Recent Product Design Failures And What We Can Learn From Them  #CX #Microsoft #Google  #Products… https://t.co/kp7qsHu2Km
